Stock,Jesse_Score,Rank,Predicted_Change_Percent
SNGX,0.7856,1698,14.22
VITL,0.7856,1699,-4.3
FLEX,0.7855,1700,-2.04
IMAB,0.7855,1701,-1.07
CNXC,0.7854,1702,9.33
EFSI,0.7854,1703,3.67
STSSW,0.7854,1704,-2.11
PDFS,0.7853,1705,-1.87
WILC,0.7851,1706,7.64
DVSP,0.785,1707,11.72
LGMK,0.7848,1708,-4.67
MBNKP,0.7848,1709,-3.81
NHIC,0.7847,1710,-1.23
CPOP,0.7846,1711,-0.58
ALTI,0.7845,1712,4.55
AEP,0.7844,1713,5.94
ORGO,0.7844,1714,12.39
PHAT,0.7842,1715,-3.17
AVAH,0.7839,1716,-2.27
SMST,0.7839,1717,-2.65
GCL,0.7837,1718,-4.0
BACQU,0.7836,1719,3.82
JSPR,0.7836,1720,-2.98
TSMG,0.7836,1721,5.23
JVSAR,0.7833,1722,0.07
WINC,0.7833,1723,8.37
METCB,0.7832,1724,10.5
PCAR,0.7832,1725,1.01
IBTH,0.7831,1726,11.89
UDMY,0.7831,1727,13.59
NKTR,0.783,1728,9.71
DDI,0.7829,1729,3.56
FMUB,0.7828,1730,6.75
PTHL,0.7828,1731,1.57
SIGA,0.7825,1732,0.0
ABSI,0.7822,1733,2.63
ADPT,0.782,1734,-2.49
MLEC,0.7819,1735,-3.45
THAR,0.7819,1736,13.29
ACAD,0.7818,1737,3.27
CYBR,0.7818,1738,4.58
OPTX,0.7818,1739,0.53
ZBIO,0.7817,1740,2.53
EWZS,0.7816,1741,-3.04
NISN,0.7816,1742,-1.27
YJ,0.7812,1743,0.71
CINGW,0.7811,1744,7.55
ATMCW,0.7809,1745,13.5
SVC,0.7808,1746,-3.44
DXR,0.7805,1747,-4.57
RDZN,0.7805,1748,1.7
BLFY,0.7804,1749,12.8
DYCQU,0.7803,1750,8.37
GPIX,0.7803,1751,3.2
NBIS,0.7801,1752,-4.65
BWEN,0.78,1753,6.72
USAF,0.7798,1754,-0.35
BEAGU,0.7797,1755,1.3
CFA,0.7796,1756,6.0
TSMZ,0.7796,1757,1.22
MYCI,0.7793,1758,4.86
BEATW,0.7792,1759,6.83
PMBS,0.7789,1760,11.09
AMOD,0.7788,1761,10.3
JRSH,0.7788,1762,10.68
ABOS,0.7787,1763,6.25
FPAY,0.7787,1764,5.26
LPRO,0.7784,1765,6.56
ZWZZT,0.7782,1766,-0.79
DVAX,0.7781,1767,1.85
LFUS,0.7781,1768,8.91
GELS,0.7776,1769,14.59
LAUR,0.7776,1770,8.9
LNTH,0.7775,1771,11.46
FAT,0.7773,1772,12.3
HQY,0.7772,1773,-1.34
VSTE,0.7771,1774,13.16
BBLGW,0.777,1775,-3.09
INRO,0.7767,1776,4.63
PACB,0.7767,1777,-4.24
USOY,0.7767,1778,5.58
HVII,0.7765,1779,-2.37
IART,0.7758,1780,14.09
ALRS,0.7756,1781,-2.6
FLGT,0.7753,1782,8.83
MVBF,0.7753,1783,-1.52
PIIIW,0.7753,1784,6.78
PGNY,0.7751,1785,-0.46
RDAC,0.7751,1786,12.77
WAVE,0.7751,1787,5.83
MYGN,0.7749,1788,8.7
USTB,0.7749,1789,5.07
ENVX,0.7747,1790,6.95
CXDO,0.7745,1791,4.06
VIASP,0.7744,1792,8.98
HELE,0.7743,1793,13.84
RTH,0.7743,1794,-0.17
SLNHP,0.774,1795,-4.57
OXLCZ,0.7739,1796,7.97
ZTEN,0.7738,1797,0.25
DPZ,0.7737,1798,14.19
MORN,0.7734,1799,2.83
CRMT,0.7733,1800,11.92
JVA,0.7732,1801,-4.75
HIHO,0.773,1802,11.24
BJRI,0.7729,1803,9.06
MYCL,0.7729,1804,10.47
SNPX,0.7728,1805,8.35
POLEU,0.7727,1806,12.48
TRIP,0.7718,1807,-1.77
NTWOW,0.7717,1808,6.7
QABA,0.7716,1809,0.19
GXAI,0.771,1810,6.56
TOPW,0.7709,1811,3.61
VGLT,0.7708,1812,10.96
ESGD,0.7705,1813,1.32
MFICL,0.7704,1814,-2.89
POWW,0.7703,1815,-4.12
RVMD,0.7703,1816,1.85
ADSEW,0.7702,1817,13.06
IBGK,0.7701,1818,-0.68
IOBT,0.7701,1819,7.99
PAYS,0.7701,1820,-0.09
TCRT,0.7701,1821,-2.46
MGPI,0.77,1822,2.01
NATO,0.7699,1823,14.89
NIOBW,0.7695,1824,10.25
SPWH,0.7695,1825,13.64
TWFG,0.7695,1826,4.67
FSHPR,0.7694,1827,7.31
POWWP,0.7694,1828,4.29
HWCPZ,0.7692,1829,7.05
NETDW,0.7691,1830,-2.94
CNFR,0.769,1831,13.09
DSGX,0.769,1832,-0.76
NSCR,0.7688,1833,13.82
EFRA,0.7687,1834,8.82
RENE,0.7687,1835,-2.95
NZUS,0.7686,1836,3.64
DSY,0.7685,1837,12.81
JWEL,0.7685,1838,-4.03
OLMA,0.7684,1839,6.4
RTC,0.7684,1840,-1.85
AVDL,0.7682,1841,6.6
MYSZ,0.7682,1842,4.25
HNDL,0.7678,1843,3.93
OACCU,0.7676,1844,-0.19
HTZWW,0.7674,1845,1.81
MBINM,0.7674,1846,-1.47
BIS,0.7673,1847,11.61
SATLW,0.7668,1848,0.96
ISHG,0.7667,1849,13.08
ALMU,0.7665,1850,1.05
MEDP,0.7664,1851,-3.68
CWD,0.7663,1852,14.38
OPRT,0.7663,1853,3.68
TPIC,0.7661,1854,6.96
IMOS,0.7656,1855,14.57
KTCC,0.7654,1856,7.85
MQ,0.7653,1857,0.45
QCRH,0.7653,1858,-3.58
FCNCO,0.765,1859,8.65
NWBI,0.765,1860,-2.79
AMSC,0.7647,1861,9.61
APEI,0.7646,1862,-3.14
DHC,0.7646,1863,8.4
TUG,0.7646,1864,4.92
UBFO,0.7646,1865,6.27
SPCB,0.7645,1866,-1.85
PI,0.7642,1867,1.38
BITS,0.7639,1868,0.43
LFST,0.7637,1869,12.83
USOI,0.7635,1870,11.78
EXPO,0.7634,1871,4.29
OS,0.7631,1872,4.99
FAAR,0.763,1873,6.43
AMCX,0.7629,1874,-0.66
SBAC,0.7624,1875,11.93
ATLCZ,0.7621,1876,8.58
NIPG,0.7619,1877,6.25
AIA,0.7616,1878,13.86
RING,0.7616,1879,-0.01
AMPGW,0.7615,1880,-3.18
VSSYW,0.7615,1881,1.25
MAPS,0.7614,1882,6.98
LYRA,0.7613,1883,11.6
GINX,0.761,1884,14.1
AUID,0.7609,1885,11.32
ZEUS,0.7609,1886,8.09
MYMG,0.7608,1887,2.3
ARBK,0.7605,1888,-1.22
QQQ,0.7604,1889,4.34
SLDB,0.7604,1890,0.49
STRK,0.7604,1891,1.24
MCW,0.7603,1892,8.16
DTI,0.7598,1893,9.72
CRBP,0.7596,1894,7.58
PWM,0.7596,1895,3.06
VRME,0.7596,1896,0.81
MFIN,0.7593,1897,11.77
USVN,0.7593,1898,7.79
APPN,0.759,1899,13.32
INTA,0.7589,1900,14.91
FOSL,0.7585,1901,14.75
CENN,0.7584,1902,14.47
LAND,0.7582,1903,6.46
ACMR,0.758,1904,1.38
CRTO,0.7579,1905,-4.77
NAAS,0.7579,1906,9.86
FDBC,0.7578,1907,-0.08
ABIG,0.7577,1908,3.78
RUSHB,0.7576,1909,9.37
ABVC,0.7575,1910,4.81
KBWR,0.7574,1911,6.25
GAME,0.7573,1912,5.53
CLWT,0.7571,1913,-1.24
CGBDL,0.7569,1914,1.51
FULT,0.7569,1915,-4.94
IMCR,0.7569,1916,3.95
WHWK,0.7569,1917,14.17
INV,0.7566,1918,12.86
ASBP,0.7564,1919,7.23
AACBR,0.7561,1920,6.25
APYX,0.7561,1921,-3.37
CNCK,0.7561,1922,8.39
LGHLW,0.7559,1923,1.57
NXTT,0.7559,1924,11.28
CISO,0.7558,1925,6.97
BLZE,0.7554,1926,8.36
SGRP,0.7552,1927,1.58
ALIL,0.755,1928,14.92
SIGI,0.7547,1929,-1.8
MFLX,0.7545,1930,5.48
TSAT,0.7544,1931,1.54
AEMD,0.7543,1932,0.33
WSFS,0.7543,1933,0.56
LPBB,0.7542,1934,2.42
DMAT,0.7541,1935,-4.65
PY,0.7539,1936,-4.86
FIP,0.7537,1937,5.64
NRXP,0.7537,1938,2.76
BMAX,0.7535,1939,8.6
MLYS,0.7532,1940,9.26
BCAL,0.7529,1941,-0.99
STEP,0.7529,1942,0.92
NVEC,0.7528,1943,4.04
OCCIM,0.7527,1944,14.26
VONG,0.7524,1945,-4.05
PESI,0.752,1946,2.32
EBAY,0.7516,1947,4.88
NATR,0.7516,1948,3.5
JKHY,0.7513,1949,2.87
VRSK,0.7512,1950,7.68
USEG,0.7511,1951,-0.49
CMPO,0.7508,1952,-0.77
RBNE,0.7507,1953,10.9
YHNAU,0.7507,1954,-1.82
BSJR,0.7506,1955,12.62
USDX,0.7506,1956,-3.47
AIFEU,0.7504,1957,13.57
PCH,0.7504,1958,13.7
STRL,0.75,1959,2.01
ZION,0.75,1960,9.15
BCPC,0.7499,1961,-0.31
IONL,0.7497,1962,4.05
CIIT,0.7493,1963,6.49
TUSK,0.7493,1964,7.5
DXCM,0.7492,1965,1.5
OCG,0.749,1966,-2.7
FVNNU,0.7489,1967,10.09
WAFDP,0.7488,1968,-1.56
NRIM,0.7487,1969,8.04
CRVO,0.7486,1970,9.25
EXEEW,0.7483,1971,11.15
CAPS,0.7482,1972,-4.56
CHMG,0.7481,1973,-1.5
UTWY,0.7481,1974,11.91
SHOTW,0.748,1975,-4.3
CGEN,0.7478,1976,13.81
CHAR,0.7478,1977,13.88
MCDS,0.7474,1978,14.56
MTSI,0.7474,1979,13.88
CG,0.7473,1980,-1.57
INMB,0.7473,1981,8.0
FISI,0.7472,1982,9.25
ARGX,0.7471,1983,2.85
BTMD,0.7467,1984,-4.04
SMHX,0.7467,1985,8.27
HOLX,0.7464,1986,11.06
ACNT,0.7462,1987,8.27
MCHI,0.7462,1988,10.84
NTRP,0.7462,1989,4.23
ENZL,0.7461,1990,12.57
MYCN,0.7461,1991,1.85
IHYF,0.746,1992,-1.61
MOVE,0.746,1993,10.64
DENN,0.7459,1994,5.56
NEOVW,0.7458,1995,-2.39
UTWO,0.7457,1996,0.51
DGCB,0.7456,1997,1.31
SYM,0.7455,1998,1.75
TSLQ,0.7453,1999,4.89
THTX,0.7451,2000,-4.13
ZZZ,0.745,2001,14.84
NXL,0.7449,2002,2.56
NBN,0.7448,2003,6.02
CRBU,0.7447,2004,11.06
AENTW,0.7446,2005,1.81
PPH,0.7446,2006,9.76
RNTX,0.7446,2007,8.05
SNBR,0.7446,2008,-4.87
NNDM,0.7445,2009,1.3
STRS,0.7445,2010,8.2
USCL,0.7445,2011,-3.08
CVV,0.7443,2012,-4.54
GOSS,0.7441,2013,1.87
DEMZ,0.744,2014,-1.15
DTCK,0.744,2015,12.96
GGR,0.744,2016,3.14
ATLO,0.7439,2017,-3.76
DRUG,0.7439,2018,10.62
AIRE,0.7436,2019,0.25
DUO,0.7435,2020,14.72
RCEL,0.7434,2021,6.82
IGMS,0.7432,2022,11.2
CRNC,0.743,2023,1.55
ATAT,0.7429,2024,11.05
GDEV,0.7429,2025,13.56
NEXT,0.7429,2026,4.06
OMCL,0.7421,2027,11.74
CUBWU,0.742,2028,13.09
AIRS,0.7419,2029,13.57
CEVA,0.7418,2030,1.27
GIFT,0.7418,2031,1.78
RPD,0.7417,2032,10.69
TRST,0.7417,2033,5.09
HYDR,0.7416,2034,6.02
SPAM,0.7416,2035,7.65
VANI,0.7416,2036,-0.44
NVX,0.7415,2037,0.11
PANW,0.7414,2038,9.31
SOPA,0.7413,2039,14.28
QQEW,0.7412,2040,1.57
RENEW,0.7411,2041,12.96
GRAL,0.741,2042,-0.93
BIDU,0.7409,2043,3.67
CRVL,0.7409,2044,8.82
PLUR,0.7408,2045,1.16
RGTX,0.7406,2046,1.78
ALTY,0.7401,2047,-2.73
UAL,0.7401,2048,10.79
BDTX,0.74,2049,-0.24
ABVX,0.7399,2050,-4.46
OXSQG,0.7399,2051,6.18
VCSH,0.7398,2052,4.7
LSEA,0.7397,2053,-3.95
SATL,0.7397,2054,-0.87
FICS,0.7395,2055,-0.55
LGIH,0.7394,2056,11.79
VNQI,0.7394,2057,12.27
MACIU,0.7393,2058,2.66
FINE,0.7392,2059,6.21
QUIK,0.7392,2060,-0.41
SPTN,0.7391,2061,2.25
TDSC,0.739,2062,9.71
CJET,0.7389,2063,14.36
TOP,0.7389,2064,-3.82
RAYS,0.7388,2065,13.7
HTLD,0.7387,2066,11.58
LTRX,0.7387,2067,10.1
DTIL,0.7385,2068,8.17
UPGR,0.7385,2069,5.14
MURA,0.7383,2070,10.4
WIX,0.7383,2071,7.74
GRWG,0.7382,2072,0.43
PEPG,0.7381,2073,-3.43
MCRB,0.7379,2074,11.22
ADAP,0.7377,2075,1.1
KWE,0.7377,2076,8.04
EML,0.7376,2077,4.99
SLNH,0.7376,2078,-2.53
EUDA,0.7374,2079,-3.02
PANL,0.7374,2080,13.73
PSL,0.7374,2081,5.82
SSII,0.7374,2082,10.84
PFBC,0.7373,2083,4.61
KPLT,0.737,2084,3.13
VYNE,0.7368,2085,2.12
KDLYW,0.7367,2086,11.84
QIPT,0.7366,2087,4.58
CGNT,0.7361,2088,-0.69
DJCO,0.7361,2089,-2.21
DECO,0.7359,2090,5.29
ITOS,0.7359,2091,2.32
INTW,0.7358,2092,14.25
AGMI,0.7353,2093,10.83
DMAA,0.735,2094,-3.19
AFMD,0.7347,2095,13.83
OPK,0.7347,2096,-2.61
STIM,0.7347,2097,9.81
BCGWW,0.7344,2098,1.89
CYN,0.7344,2099,-1.27
VNOM,0.7344,2100,7.62
GTBP,0.7343,2101,5.06
IBIT,0.7343,2102,5.48
TRMK,0.7343,2103,-2.36
VABK,0.7339,2104,13.11
MAYS,0.7335,2105,7.66
KWESW,0.7333,2106,-0.03
MYCG,0.7333,2107,1.47
UYLD,0.7329,2108,-4.18
HYPR,0.7327,2109,-3.48
VGASW,0.7327,2110,10.89
CELU,0.7326,2111,14.78
ISRG,0.7326,2112,8.1
MSFD,0.7326,2113,0.52
YI,0.7323,2114,7.22
IVCAW,0.7321,2115,9.31
ZBZZT,0.7321,2116,4.26
CGABL,0.7319,2117,10.02
VSME,0.7316,2118,1.98
AIFE,0.7314,2119,13.71
APLT,0.7314,2120,0.99
CONL,0.7313,2121,1.85
GGAL,0.7312,2122,4.44
MDBH,0.7311,2123,3.22
BLMZ,0.731,2124,3.97
FSEA,0.7309,2125,1.83
REGCO,0.7304,2126,14.49
STHO,0.7304,2127,4.92
TVGN,0.7303,2128,-4.85
FBRX,0.7302,2129,-2.44
CRNX,0.73,2130,-3.44
CAPNR,0.7299,2131,5.63
HOPE,0.7299,2132,5.96
ESGR,0.7297,2133,9.57
RBIL,0.7295,2134,12.88
ACTU,0.7293,2135,0.58
NHTC,0.7292,2136,-4.75
WLFC,0.7289,2137,-3.93
CRUS,0.7287,2138,-3.53
TKLF,0.7285,2139,-4.81
CARZ,0.7283,2140,-0.12
CDZI,0.7281,2141,-4.37
ERNZ,0.7281,2142,6.92
IPW,0.7281,2143,5.8
MEOH,0.728,2144,6.38
WSBCP,0.728,2145,-1.79
CHKP,0.7276,2146,12.52
CHPS,0.7276,2147,11.28
KOPN,0.7276,2148,7.49
KLIC,0.7275,2149,-1.38
MYNZ,0.7275,2150,-2.76
FORM,0.7274,2151,-3.09
OCSAW,0.7273,2152,14.77
RWAY,0.7272,2153,14.93
NTWO,0.727,2154,4.22
OAKUR,0.727,2155,0.79
UBND,0.727,2156,12.66
CAPT,0.7269,2157,-4.79
MGEE,0.7268,2158,-0.26
DUOT,0.7267,2159,-3.71
RSSS,0.7265,2160,10.13
BCAB,0.7264,2161,-0.95
STOK,0.7264,2162,1.27
TAVIU,0.7264,2163,9.57
BIRD,0.7262,2164,4.94
PWOD,0.7261,2165,0.24
BANR,0.726,2166,6.35
ATOM,0.7259,2167,-2.52
GURE,0.7258,2168,12.26
SDGR,0.7256,2169,-4.28
WHLRD,0.7256,2170,7.87
QQXT,0.7252,2171,11.93
NYXH,0.7249,2172,13.13
CINF,0.7248,2173,1.63
SVCCW,0.7248,2174,14.98
SSTI,0.7244,2175,-3.22
MAR,0.7243,2176,-2.31
SFBC,0.7243,2177,7.67
XMTR,0.7243,2178,-2.84
LFMDP,0.7242,2179,8.82
MB,0.7242,2180,6.26
USGO,0.724,2181,9.05
FFIC,0.7239,2182,0.77
MGTX,0.7237,2183,13.41
UBX,0.7237,2184,-2.37
VTYX,0.7235,2185,6.91
OFIX,0.7234,2186,-0.57
ILLR,0.723,2187,-4.26
SHV,0.723,2188,14.01
PQJL,0.7227,2189,-4.33
TSMU,0.7225,2190,-4.46
DDOG,0.7224,2191,-3.19
KIDZ,0.7223,2192,9.5
WLDSW,0.7223,2193,3.52
LMBS,0.7222,2194,12.0
SGLY,0.7222,2195,-3.73
PXLW,0.7219,2196,7.42
DMAC,0.7218,2197,-1.32
JAKK,0.7218,2198,13.68
DGLY,0.7217,2199,-3.48
KBAB,0.7215,2200,10.36
PTLO,0.7211,2201,3.23
SWP,0.721,2202,-4.42
WCLD,0.7208,2203,10.19
NWL,0.7207,2204,-4.52
LSE,0.7206,2205,-4.12
TTEC,0.7205,2206,10.45
NICE,0.7204,2207,-2.54
SCNI,0.7203,2208,14.34
HBT,0.7202,2209,3.75
TZUP,0.7202,2210,-4.03
HSPTU,0.7201,2211,7.1
LFSC,0.7201,2212,1.7
ELPW,0.7199,2213,1.24
IBAC,0.7195,2214,9.0
MSFU,0.7195,2215,6.79
AQST,0.7192,2216,1.01
XNET,0.7192,2217,4.16
IMRX,0.7191,2218,-2.22
QDEL,0.7191,2219,3.13
EH,0.719,2220,1.29
GRI,0.7187,2221,8.45
UTMD,0.7185,2222,-2.12
CRGX,0.7184,2223,-3.24
VALU,0.7184,2224,0.26
BMRN,0.7182,2225,13.6
KRRO,0.7181,2226,11.86
USAR,0.7181,2227,-3.53
PLL,0.718,2228,7.07
IBB,0.7175,2229,3.57
HOOD,0.7174,2230,13.79
CAKE,0.7172,2231,1.78
EVGO,0.7172,2232,12.36
HSPOW,0.7172,2233,7.6
AXON,0.7171,2234,-4.17
OMAB,0.7171,2235,6.84
BGRN,0.7169,2236,0.39
WTFCP,0.7169,2237,-1.83
AAPG,0.7167,2238,13.81
PWP,0.7166,2239,9.56
QUBT,0.7166,2240,11.02
HFBL,0.7165,2241,7.26
TSSI,0.7163,2242,1.04
VSTEW,0.7163,2243,8.97
SYBX,0.7157,2244,2.8
CIFRW,0.7156,2245,2.82
MRNOW,0.7155,2246,0.74
YOKE,0.7155,2247,-1.15
INMD,0.7154,2248,12.51
AXTI,0.7153,2249,13.59
TLSIW,0.7153,2250,0.59
EVSD,0.7147,2251,0.13
WIMI,0.7147,2252,12.07
GIPRW,0.7146,2253,14.98
POLA,0.7144,2254,-4.87
SXTPW,0.7144,2255,-1.68
CAFG,0.7142,2256,-3.76
LEE,0.7141,2257,13.42
DRDBU,0.7138,2258,0.36
KAVL,0.7138,2259,5.78
PRPO,0.7137,2260,-3.62
CARE,0.7134,2261,-3.91
EVO,0.7134,2262,-0.38
PMN,0.7134,2263,2.4
HOFT,0.7129,2264,5.47
BCLO,0.7125,2265,12.84
GCT,0.7125,2266,7.08
RUM,0.7125,2267,-1.69
COLB,0.7124,2268,4.03
SVCO,0.7123,2269,7.56
TMB,0.7123,2270,0.23
KIRK,0.712,2271,5.17
CSWC,0.7116,2272,7.06
OCCIO,0.7116,2273,6.04
AAPD,0.7115,2274,6.56
DNLI,0.7115,2275,-3.78
ESLA,0.7115,2276,13.06
PRENW,0.7114,2277,12.35
FINW,0.7113,2278,10.84
MRUS,0.7113,2279,10.7
LGRO,0.7112,2280,-3.92
ZLAB,0.7109,2281,3.38
AUMI,0.7108,2282,14.47
MYFW,0.7108,2283,8.76
RAYA,0.7108,2284,-1.48
TDIV,0.7108,2285,8.21
MBLY,0.7106,2286,-2.8
BWMN,0.7105,2287,5.58
ATRC,0.7104,2288,-3.01
HONE,0.7102,2289,-4.92
FMB,0.7099,2290,8.52
OLLI,0.7097,2291,-1.12
CGTL,0.7095,2292,8.37
OBIO,0.7095,2293,10.05
MASS,0.7094,2294,2.07
KBWY,0.7093,2295,-4.85
PDBA,0.7093,2296,2.0
SIMA,0.7093,2297,-0.73
COST,0.7092,2298,-2.57
NXPI,0.7092,2299,-1.25
VOLT,0.709,2300,-1.48
PRSO,0.7089,2301,14.22
ASNS,0.7088,2302,0.81
XHG,0.7088,2303,0.91
PNTG,0.7087,2304,-3.62
WULF,0.7086,2305,2.91
ARVN,0.7085,2306,-2.36
XELB,0.7081,2307,-1.81
SPBC,0.708,2308,4.12
BGRO,0.7079,2309,2.23
CARV,0.7079,2310,0.99
CDNS,0.7079,2311,7.52
PAMT,0.7072,2312,4.88
LOPE,0.7071,2313,-3.48
MBAV,0.7069,2314,-0.11
MCHS,0.7067,2315,-4.81
AIHS,0.7066,2316,2.42
LDRX,0.7065,2317,-3.66
SPRC,0.7064,2318,3.71
YQ,0.7061,2319,-0.19
BPYPP,0.706,2320,8.03
CRGOW,0.706,2321,-1.41
EPWK,0.7057,2322,2.26
BZFD,0.7055,2323,-2.47
ABLV,0.7051,2324,-3.22
AHG,0.705,2325,-0.19
NUSB,0.7049,2326,9.23
EGGQ,0.7047,2327,8.3
RENT,0.7047,2328,5.95
AMSF,0.7043,2329,14.87
CLMB,0.7043,2330,14.45
IFGL,0.7038,2331,-2.0
PGJ,0.7038,2332,9.58
IDXX,0.7037,2333,8.49
NIU,0.7037,2334,6.36
JPY,0.7035,2335,10.42
DFGX,0.7034,2336,14.82
MYCM,0.7034,2337,7.16
DFLI,0.7032,2338,11.48
NFXL,0.7031,2339,12.81
ONEQ,0.7031,2340,0.1
MTEX,0.703,2341,0.54
FTXN,0.7027,2342,13.43
HUHU,0.7026,2343,11.27
OSBC,0.7023,2344,2.6
CYCUW,0.7021,2345,-4.55
HUMA,0.7021,2346,-4.87
NOEM,0.7019,2347,3.39
GPATU,0.7018,2348,-2.15
LIMNW,0.7016,2349,-4.36
VLYPO,0.7016,2350,-3.64
ZS,0.7016,2351,13.42
ACIC,0.7015,2352,-2.13
VIVS,0.7014,2353,5.06
SDSI,0.7013,2354,9.33
RDGT,0.701,2355,8.51
SHIM,0.701,2356,-3.33
DTCR,0.7009,2357,5.56
IMMR,0.7007,2358,12.08
TRUP,0.7007,2359,14.89
TWIN,0.7007,2360,9.83
ANNAW,0.7005,2361,11.45
OMH,0.7003,2362,2.35
EHTH,0.7002,2363,-3.84
VLY,0.7,2364,2.1
CADL,0.6998,2365,5.9
ONEW,0.6997,2366,1.57
VOR,0.6997,2367,7.82
AVAV,0.6993,2368,14.16
SAGE,0.6993,2369,12.88
NEPH,0.6992,2370,4.11
BKHA,0.699,2371,-2.16
CAAS,0.6989,2372,10.08
SBCWW,0.6989,2373,-0.55
INHD,0.6988,2374,9.93
RGC,0.6987,2375,12.76
EGBN,0.6986,2376,7.28
KTOS,0.6984,2377,-1.52
XP,0.6984,2378,8.58
ISSC,0.6982,2379,13.44
ETSY,0.6981,2380,8.89
MYCJ,0.6981,2381,13.12
VTIP,0.6981,2382,0.04
BKNG,0.698,2383,11.67
GUTS,0.6976,2384,7.67
XCH,0.6976,2385,2.74
BLIV,0.6975,2386,13.12
LDTC,0.6975,2387,11.46
BBSI,0.6974,2388,8.06
HSPOR,0.6973,2389,0.51
AGMH,0.697,2390,13.85
MBIO,0.6969,2391,10.46
RYTM,0.6969,2392,-1.3
WBA,0.6966,2393,2.73
KBWD,0.6962,2394,-3.43
ALAB,0.6959,2395,3.74
JTAI,0.6959,2396,9.13
LZMH,0.6959,2397,14.32
BCBP,0.6958,2398,7.26
MGNX,0.6958,2399,-0.89
GDEVW,0.6957,2400,1.15
NTWK,0.6957,2401,4.09
GEME,0.6955,2402,5.33
KMDA,0.6955,2403,-3.38
TENX,0.6954,2404,-0.6
HSCS,0.6952,2405,-2.47
LGCL,0.6952,2406,5.61
TFINP,0.6952,2407,5.02
AUPH,0.6951,2408,1.08
FMTM,0.6951,2409,14.24
VRAR,0.695,2410,0.2
ASO,0.6949,2411,10.96
DTSQ,0.6948,2412,12.03
FCTE,0.6948,2413,-1.84
TMET,0.6947,2414,2.97
ATEX,0.6946,2415,13.35
ELTX,0.6945,2416,-1.59
HSPT,0.6945,2417,-0.11
ODD,0.6945,2418,4.91
CCNEP,0.6944,2419,8.12
CARG,0.6943,2420,7.56
KRYS,0.6942,2421,-1.22
CME,0.694,2422,1.1
DMXF,0.694,2423,-3.45
ISRLU,0.6939,2424,-0.05
RLAY,0.6939,2425,12.24
AVPTW,0.6938,2426,-3.74
CPSH,0.6935,2427,-2.99
NVDA,0.6935,2428,3.15
PUBM,0.6933,2429,-1.64
HTZ,0.6931,2430,-4.41
KITT,0.6931,2431,3.25
BAYAU,0.6928,2432,13.53
BNTX,0.6927,2433,8.46
VFLO,0.6925,2434,-4.8
WLDS,0.6921,2435,14.49
TURN,0.692,2436,5.85
CROX,0.6919,2437,3.86
OAKUU,0.6919,2438,9.12
ENVB,0.6918,2439,-3.83
IRDM,0.6918,2440,8.39
AMRK,0.6917,2441,7.91
CHNR,0.6916,2442,0.17
KZR,0.6915,2443,4.38
SMTK,0.6914,2444,-1.73
FNGR,0.6913,2445,4.91
GCBC,0.6913,2446,0.27
ANGI,0.6912,2447,9.6
MKSI,0.6912,2448,14.95
TBLD,0.6908,2449,1.37
URNJ,0.6907,2450,13.59
HOVNP,0.6906,2451,5.51
ISRL,0.6905,2452,7.71
SIMO,0.6905,2453,6.91
BCRX,0.6904,2454,3.77
SOPH,0.6902,2455,-2.31
MSGM,0.69,2456,7.03
DAWN,0.6899,2457,11.32
GNTA,0.6898,2458,12.06
SLRX,0.6898,2459,12.01
TLT,0.6897,2460,7.62
WAY,0.6896,2461,10.22
IRBT,0.6895,2462,8.61
QQQG,0.6893,2463,2.56
MAYA,0.6892,2464,8.76
PRTA,0.6892,2465,6.61
GLBE,0.6891,2466,-1.0
COKE,0.6888,2467,10.65
MARPS,0.6888,2468,-0.02
TSLL,0.6888,2469,-4.25
LIXTW,0.6887,2470,5.81
FTQI,0.6886,2471,0.81
IPSC,0.6885,2472,13.1
BBNX,0.6884,2473,8.0
HYBI,0.6883,2474,-4.49
LKFN,0.6882,2475,14.12
FXNC,0.6881,2476,0.67
BRAG,0.688,2477,3.94
WGSWW,0.6879,2478,14.2
BRFH,0.6877,2479,8.55
TRUE,0.6877,2480,-0.93
BTAI,0.6876,2481,3.0
COEP,0.6875,2482,5.89
OST,0.6875,2483,5.07
NAII,0.6871,2484,-0.84
CGBS,0.687,2485,-1.81
HIFS,0.687,2486,0.62
MOB,0.687,2487,-1.99
AKAN,0.6867,2488,-4.8
GLSI,0.6866,2489,11.81
MST,0.6864,2490,9.11
EVTV,0.6861,2491,-2.8
HUBG,0.686,2492,-0.64
VTRS,0.686,2493,-0.15
FTDR,0.6856,2494,14.63
PBM,0.6856,2495,0.07
VECO,0.6856,2496,7.4
WFF,0.6856,2497,13.41
BEEX,0.6854,2498,12.41
GIGGW,0.6853,2499,-3.93
LCFY,0.6853,2500,8.22
ALCY,0.6852,2501,14.33
TXUG,0.6852,2502,9.74
ARM,0.685,2503,13.23
FLYW,0.6849,2504,13.7
FRAF,0.6847,2505,5.91
LLYVA,0.6846,2506,12.18
MSFT,0.6844,2507,9.45
ADSE,0.6842,2508,-2.86
UTHR,0.6841,2509,12.6
HSCSW,0.6839,2510,8.81
JDZG,0.6839,2511,9.23
ENLT,0.6838,2512,5.65
LTBR,0.6837,2513,-0.7
BVFL,0.6836,2514,-0.52
HBCP,0.6836,2515,7.62
ASPC,0.6835,2516,11.44
NOTV,0.6833,2517,5.22
